accid,lighttreatment,lightintensity,curve_type,loggcl,logitfgmax,loglambdamean,loglambdasd,logtaumean,logtausd
LA0750-E,sun,high,amphi,3.0985987834673203,-1.7264655361767367,0.25699510809,0.00960663968339939,5.3238820213,0.006426422889400441
LA0750-E,sun,high,pseudohypo,3.090638104531641,-2.083176760962221,0.2755709583,0.010482208367446098,5.0765323322,0.006866200618878088
LA0750-F,sun,high,amphi,3.211473436210823,-2.735303940362648,0.28151280566,0.020910461686684034,5.2772084573999996,0.013564754802017765
LA0750-F,sun,high,pseudohypo,3.1427928746598677,-1.945412136610982,0.134780031559,0.02077036624633986,5.0768390125,0.0159833856899647
LA0750-G,sun,low,amphi,3.2597283707491305,-3.358729843907065,0.089564414439,0.01117314503295344,5.3092759847,0.010564719209167104
LA0750-G,sun,high,amphi,3.2597283707491305,-2.0257502280633606,0.30512649029,0.019636173760871237,5.7693119685,0.011399423746073332
LA0750-G,sun,low,pseudohypo,3.203824015528598,-3.0514088716576855,0.119303486224,0.009234525322618323,5.2572377949,0.006808426491965691
LA0750-G,sun,high,pseudohypo,3.203824015528598,-2.0576738253772904,0.022222988949174002,0.015482298784050223,5.7099391412,0.012683503958522996
LA0750-H,shade,low,amphi,2.9595382772930634,-3.0127410316311867,0.23532697528,0.011592885699482544,4.9084374863,0.007979412030501665
LA0750-H,shade,high,amphi,2.9595382772930634,-2.1726503231834897,0.18418285756,0.01128715260379421,5.1425488771,0.008810125971811338
LA0750-H,shade,low,pseudohypo,2.911760095155826,-2.2671941144126158,-0.025807506649,0.004898260577535014,5.5415142255,0.011352626690237282
LA0750-H,shade,high,pseudohypo,2.911760095155826,-1.2095798904952306,0.30227124667,0.03537057915333849,5.7203019119,0.02786311836886867
LA0750-I,shade,low,amphi,3.0564443105496473,-2.747703797267872,0.082680226925,0.013143557822272778,4.7906766774,0.011567124911267365
LA0750-I,shade,high,amphi,3.0564443105496473,-1.639396104585391,0.1877849582,0.009081047745629765,5.488157663,0.006927823544532243
LA0750-I,shade,low,pseudohypo,3.0390870996839303,-2.534993282681703,0.01880079045681,0.01376530779161056,5.2118908993,0.014962319530289283
LA0750-I,shade,high,pseudohypo,3.0390870996839303,-1.3839428070302355,0.26779465192,0.03147310330021916,5.5996811455,0.023582856282528257
LA0750-J,sun,low,amphi,3.206222902650321,-3.466685145290297,0.121824993577,0.01254937313167777,4.8574978906,0.010071417471004122
LA0750-J,sun,high,amphi,3.206222902650321,-1.9113081403966363,0.21680639874,0.012805610349918624,5.7427935488,0.010236262849462288
LA0750-J,sun,low,pseudohypo,3.1646003754088063,-2.2252486582845945,0.112611899427,0.02243714832802014,5.4360352852,0.019409149816551025
LA0750-J,sun,high,pseudohypo,3.1646003754088063,-1.6322910829908053,0.38107062905,0.006501387143359252,5.5314551373,0.0034842613483610087
LA0750-K,sun,low,amphi,3.2186860529137613,-3.5330488604256614,0.036116176285129996,0.019905688989194512,4.7663837241,0.02271801648542543
LA0750-K,sun,high,amphi,3.2186860529137613,-2.241312903064058,0.102017074094,0.004525279076838244,5.4841340405,0.003295766241681826
LA0750-K,sun,low,pseudohypo,3.196394093129942,-3.0782500791904224,0.02502367703715,0.012698739384075619,5.0720460217,0.011894411336646484
LA0750-K,sun,high,pseudohypo,3.196394093129942,-2.2080403711451484,0.070841909342,0.00845085540126095,5.5332509627,0.008542692581479236
LA0750-L,shade,low,amphi,2.9846479058313173,-2.509544460933832,0.17412068108,0.012919393551645756,5.115126113,0.008980656556535118
LA0750-L,shade,high,amphi,2.9846479058313173,-1.7353929887956832,0.2307714155,0.005300454909111299,5.281255549,0.0034532654447132815
LA0750-L,shade,low,pseudohypo,2.9497969729018436,-2.1623397007850405,0.022295306694901,0.018341861822060927,5.133930726,0.020845100652247445
LA0750-L,shade,high,pseudohypo,2.9497969729018436,-1.358746069850166,0.31788711016,0.014322876218570051,5.3328748742,0.00898187767584809
LA0750-M,sun,low,amphi,3.2616795268005903,-3.2356574992487133,0.1591967732,0.00918753033893917,4.7765785997,0.006185477839982835
LA0750-M,sun,high,amphi,3.2616795268005903,-1.7161051104065184,0.30459860582,0.006178561878001388,5.814962921,0.0037910064388072687
LA0750-M,sun,low,pseudohypo,3.15643279307689,-3.090548519720183,0.049066587474,0.008070363530009814,4.8324795424,0.007531876892657528
LA0750-M,sun,high,pseudohypo,3.15643279307689,-1.2330252179641619,0.52222094989,0.02016713217231935,5.6766235382,0.009687311766874714
LA0750-N,sun,low,amphi,3.102013340908967,-3.0977387648533745,0.28499483621,0.01990133026034808,5.1728455448,0.011277642480951446
LA0750-N,sun,high,amphi,3.102013340908967,-2.2984217697336424,0.34805515618,0.014996166412703264,5.642564729,0.008919786631504743
LA0750-N,sun,low,pseudohypo,3.0273790175299657,-2.4995601365264597,0.34745384729,0.014012818470666143,5.0528800255,0.007413620063860234
LA0750-N,sun,high,pseudohypo,3.0273790175299657,-1.607465095843263,0.36854900462,0.0050073103763530556,5.2604690324,0.002636305147277126
LA0750-O,sun,low,amphi,3.062412555180458,-3.550472298050023,0.094463999486,0.015086850583030933,4.2057253441,0.011138260126158983
LA0750-O,sun,high,amphi,3.062412555180458,-2.2051186367645084,-0.018527838745223298,0.041864437832495736,5.0731953389,0.039127282354445514
LA0750-O,sun,low,pseudohypo,3.017178120286751,-2.9422225736368066,0.16117632216,0.013199326027412141,4.4923346431,0.009242747295534004
LA0750-O,sun,high,pseudohypo,3.017178120286751,-1.7537292625315788,0.28012462594,0.005691218123964031,5.3685132486,0.0036401547005672844
LA0750-P,shade,low,amphi,3.041071186308095,-3.100290097121491,0.19966621026,0.013090532121162846,5.0457841931,0.009374697753555213
LA0750-P,shade,high,amphi,3.041071186308095,-2.0367839047604304,-0.265666763886,0.04283113947724754,5.6052936659,0.047984906320691
LA0750-P,shade,low,pseudohypo,3.1356973494380065,-2.146475255057598,0.121667663,0.006299359588962377,5.4376259473,0.006070630798282973
LA0750-P,shade,high,pseudohypo,3.1356973494380065,-1.482853367070517,0.04884681788716,0.02370726112266717,6.1573560654,0.02615800055843178
LA0750-Q,shade,low,amphi,3.028907294751698,-2.7491130291839605,0.19521782698,0.026364379532457193,5.3419401283,0.021465013102563497
LA0750-Q,shade,high,amphi,3.028907294751698,-1.7905264901220839,0.075599267001,0.014011943033000261,5.5848527248,0.014952829964375582
LA0750-Q,shade,low,pseudohypo,2.9667170394145135,-2.4313331172845456,0.01846040076908,0.04344338632740222,6.0066762031,0.13503923554945635
LA0750-Q,shade,high,pseudohypo,2.9667170394145135,-1.632762025458553,0.0778476633238,0.023139749731004026,5.7461947453,0.026064462745648467
LA0750-R,shade,low,amphi,3.0866384565440232,-2.6026992311490176,0.13513970554,0.006308560197513038,5.2940096111,0.0066826760470575395
LA0750-R,shade,high,amphi,3.0866384565440232,-1.9949210240058,0.11417483427,0.009826431454326063,5.0831643549,0.007694111746546465
LA0750-R,shade,low,pseudohypo,3.077619661180662,-2.02383201350939,0.17010612899,0.015279894378650313,5.4605072714,0.017365839117256858
LA0750-R,shade,high,pseudohypo,3.077619661180662,-1.638153055071927,0.15320062558,0.019605561488624176,5.6896286891,0.01924262927706101
LA0750-S,sun,low,amphi,3.1856723519770456,-3.1459492966424105,0.57764658154,0.029641201687693512,5.4832863121,0.01413636974327436
LA0750-S,sun,high,amphi,3.1856723519770456,-2.028941436973243,0.39053262067,0.01115637684514765,5.3655683111,0.006003636876806881
LA0750-S,sun,low,pseudohypo,3.1160451230243056,-2.4680287440253776,0.19432809186,0.008700076797459152,5.3562689248,0.007449620025757888
LA0750-S,sun,high,pseudohypo,3.1160451230243056,-1.385521366596244,0.27926981047,0.025294600418891547,5.9639646244,0.01909554413261444
LA0750-T,sun,low,amphi,3.2224427389571333,-2.9801503827088744,0.21591301937,0.01598815996987994,4.9172517346,0.009823176322993257
LA0750-T,sun,high,amphi,3.2224427389571333,-1.3506630578179242,0.29900724359,0.006212684538052497,5.8279641017,0.004176753482809737
LA0750-T,sun,low,pseudohypo,3.335969301782722,-2.44090865592628,0.230940665642,0.06169827067396946,5.6066609959000004,0.0787745156643292
LA0750-T,sun,high,pseudohypo,3.335969301782722,-1.440859358676872,0.24956550673,0.016338683389056984,5.9747980258,0.012133454609103108
LA0750-U,sun,low,amphi,3.1327157602729523,-2.982418918293719,0.50529207698,0.037925781366927744,5.4343381188,0.022410055374239554
LA0750-U,sun,high,amphi,3.1327157602729523,-2.0561466630022394,0.31530894244,0.012949520104053723,5.5383220312,0.009228810128073202
LA0750-U,sun,low,pseudohypo,3.0898960235812396,-2.349190144709067,0.23996079757,0.011257879718930927,5.4155324389,0.011757428876387905
LA0750-U,sun,high,pseudohypo,3.0898960235812396,-1.6497068579799503,0.31013002124,0.0232226172381708,5.4998565469,0.01558824089132114
LA1028-E,shade,low,amphi,3.2300521692713726,-2.861061853874699,0.49981890766,0.011818677698403593,5.5052674606,0.005911907299747539
LA1028-E,shade,high,amphi,3.2300521692713726,-1.9311319365800523,0.147872796055,0.013620903222789176,5.3570187434,0.011151732938746951
LA1028-E,shade,low,pseudohypo,3.1470956130916625,-3.154870266360836,0.088730633471,0.007828797506965895,4.6556802666,0.0061332168346590705
LA1028-E,shade,high,pseudohypo,3.1470956130916625,-1.8084636103056186,0.23569248281,0.01098712610871639,5.3546874106,0.008000979927266677
LA1028-G,shade,low,amphi,3.2102429729762423,-3.525221459109277,0.42767089342,0.018434649890205622,5.5997087772,0.008951584207932796
LA1028-G,shade,high,amphi,3.2102429729762423,-2.3705564176855325,0.22426539042,0.010902279446624705,5.5175297663,0.007515260015566718
LA1028-G,shade,low,pseudohypo,3.0670938060434447,-3.6026580281074323,0.03213283476943,0.01781169901894855,5.0713556223,0.015147683055198688
LA1028-G,shade,high,pseudohypo,3.0670938060434447,-2.156647725327123,0.144439138382,0.014862688774158665,5.3017174322,0.011524862546771021
LA1028-I,shade,low,amphi,3.1477338291557553,-3.5367574539946407,0.0155299273891,0.0035221186570014236,4.382184064,0.0029399163756916734
LA1028-I,shade,high,amphi,3.1477338291557553,-1.4653388945871832,0.45679655133,0.023200299222002816,5.5737930006,0.011760951437405605
LA1028-I,shade,low,pseudohypo,3.0115841060065707,-1.9074686858350771,0.087134918521,0.013183937814234842,5.3945812128,0.010135861754137871
LA1028-I,shade,high,pseudohypo,3.0115841060065707,-1.1036543914603831,0.40308631003,0.01821976303175068,5.3829829484,0.010293733024186631
LA1028-J,shade,low,amphi,3.056943447232198,-1.987040199133825,0.16020409868,0.0035509988797046864,5.3447141444,0.002184951159788088
LA1028-J,shade,high,amphi,3.056943447232198,-1.2415586212245084,0.48106396449,0.010555421400355095,5.8893314761,0.005658915614006382
LA1028-J,shade,low,pseudohypo,2.9212562347056017,-2.2469604162343977,0.33544562586,0.014195687429524954,5.342183105,0.007382663526676758
LA1028-J,shade,high,pseudohypo,2.9212562347056017,-1.4094324086013088,0.62886173335,0.019203938502955143,5.6433928659,0.008488650848050438
LA1028-K,sun,low,amphi,3.345873469775688,-2.6451802445001724,0.58141123087,0.013951418093045568,6.0612913013,0.00606086953644492
LA1028-K,sun,high,amphi,3.345873469775688,-1.7087871753684571,0.21154228711,0.026534302434571857,6.2898778889999996,0.0183052805210172
LA1028-K,sun,low,pseudohypo,3.2450602792612706,-2.2254546901730876,0.33115865395,0.00815575123702004,5.7055670957,0.004360126439859628
LA1028-K,sun,high,pseudohypo,3.2450602792612706,-1.560173168406453,0.58036081057,0.011149596070547777,6.10779383,0.00488704514776326
LA1028-L,sun,low,amphi,3.1812055022131354,-2.936473654720714,0.14595170496,0.009958308145452894,5.1127756586,0.0064774659735334994
LA1028-L,sun,high,amphi,3.1812055022131354,-1.7091628139421453,0.42934081568,0.011152838217800285,5.9624372588,0.005814780195285292
LA1028-L,sun,low,pseudohypo,3.0487111551699115,-2.19505698603017,0.35668830922,0.015586017947959342,5.2313392155,0.009723024376563975
LA1028-L,sun,high,pseudohypo,3.0487111551699115,-1.5943008303212374,0.69175921015,0.026157539488169415,5.6635014432,0.010143437274674644
LA1028-M,shade,low,amphi,3.2060911311807105,-2.938758703957532,0.23618214815,0.012830183893986975,5.3519796876,0.010809405795335562
LA1028-M,shade,high,amphi,3.2060911311807105,-1.928432289779428,0.080591675858,0.00874290233288943,5.8819696814,0.008614249423245186
LA1028-M,shade,low,pseudohypo,3.1979870463933624,-2.8655085121651984,0.29794681834,0.026282417008796244,5.3566769097,0.01755385557102043
LA1028-M,shade,high,pseudohypo,3.1979870463933624,-1.7526465475099517,0.60519636402,0.023892987283635977,5.8906554497,0.01048788357259234
LA1028-N,shade,low,amphi,3.1742441952806986,-2.1692505111796527,0.21932934098,0.019953652080415215,5.8577337319,0.016654116299600317
LA1028-N,shade,high,amphi,3.1742441952806986,-1.4940333441273512,0.44712531147,0.015197519884841658,6.0673207485,0.009090986216684617
LA1028-N,shade,low,pseudohypo,3.1521481557953672,-2.4982702719061165,0.16632621703,0.017385312552997606,5.3252671372,0.012877692062101119
LA1028-N,shade,high,pseudohypo,3.1521481557953672,-1.637728988572678,0.31411681222,0.017837135264518363,5.4357632221,0.010798145759225468
LA1028-O,shade,low,amphi,3.050913054035715,-3.0973617771887203,0.102389452842,0.00993524267026316,5.0882506265,0.009827227545228296
LA1028-O,shade,high,amphi,3.050913054035715,-1.603851275514,0.35637361967,0.025911539755918738,6.0676878788,0.019364933434755798
LA1028-O,shade,low,pseudohypo,2.994952683254635,-2.3088131805666627,0.20849706623,0.01536351194829897,5.4944753851,0.017109187727541723
LA1028-O,shade,high,pseudohypo,2.994952683254635,-1.4444061124464187,0.27505304845,0.015763388473325052,5.8918846257,0.013506192813503926
LA1028-P,sun,low,amphi,3.44958848694837,-2.5234975248395224,0.46222497895,0.012688442012429633,5.7238977222,0.005289041140972352
LA1028-P,sun,high,amphi,3.44958848694837,-1.7041652208647575,0.45025530322,0.00928696917945105,5.8533438079,0.004555309054625239
LA1028-P,sun,low,pseudohypo,3.4019512646341843,-2.3064503295886842,0.58825054335,0.02405989717373884,5.7409989682,0.010032663763960666
LA1028-P,sun,high,pseudohypo,3.4019512646341843,-1.5373631361758022,0.76572388142,0.012176471065746779,6.1138057978,0.004583748137094741
LA1028-Q,sun,low,amphi,3.258113759247766,-2.9550055188786493,0.26164048293,0.012102452978317382,5.184563001,0.009301841977841795
LA1028-Q,sun,high,amphi,3.258113759247766,-1.7496256947406101,0.41639634869,0.008136961444359365,5.9930313514,0.0045526127524017895
LA1028-Q,sun,low,pseudohypo,3.2034389762731155,-3.2381221146780508,0.0472395653457,0.012205009357697335,4.8925874302,0.009595403657374504
LA1028-Q,sun,high,pseudohypo,3.2034389762731155,-2.003002169496293,0.5652218285,0.013875580259097952,5.7866671335,0.006464541910366018
LA1028-R,shade,low,amphi,3.093184414125491,-2.1092896063181232,0.29436476121,0.021811182186880884,5.5246659012,0.016867744675826923
LA1028-R,shade,high,amphi,3.093184414125491,-1.1421582588213228,0.44183709998,0.030874838740584422,6.2919425386,0.022091610872464938
LA1028-R,shade,low,pseudohypo,3.0226818578681462,-2.460037409564229,0.23881089996,0.01668739359316588,5.173671977,0.014032543328887606
LA1028-R,shade,high,pseudohypo,3.0226818578681462,-1.4813430105394176,0.50185007909,0.030269914027899567,5.8806933282,0.014462768119122013
LA1028-S,shade,low,amphi,3.191045675890066,-3.7556572893539193,0.072116308208,0.005699306157461249,4.5483073511,0.004325025144599772
LA1028-S,shade,high,amphi,3.191045675890066,-1.868035065508602,0.33136321837,0.03514579479081295,5.5623565065,0.02572666898165792
LA1028-S,shade,low,pseudohypo,3.1370494328203895,-2.5291153138887306,0.3611234467,0.027450186892285452,5.6021772698,0.032471931432590063
LA1028-S,shade,high,pseudohypo,3.1370494328203895,-1.635559276454796,0.23152303928,0.02804771941041277,5.8123484568,0.025904310953749798
LA1028-T,sun,low,amphi,3.316134400598206,-3.2390268564486204,0.15495716547,0.008041829030464248,5.1205606159,0.006933735956033035
LA1028-T,sun,high,amphi,3.316134400598206,-1.8875942787470112,0.2371291341,0.011351757934393624,5.7309250671,0.00789234779310535
LA1028-T,sun,low,pseudohypo,3.2309010161241662,-3.182641124417132,0.067114346215,0.003534442585424497,5.1529413978,0.0029910005471829133
LA1028-T,sun,high,pseudohypo,3.2309010161241662,-1.8849930278494218,0.29046975193,0.013883122809658656,5.432207898,0.007798341911587744
LA1028-U,sun,low,amphi,3.3141386739719247,-2.490106518013606,0.21226344471,0.03307250311058993,5.5056445821,0.030104617882826236
LA1028-U,sun,high,amphi,3.3141386739719247,-1.6009950543992912,0.47301320384,0.013840650872002279,5.7621730187,0.007325340031501435
LA1028-U,sun,low,pseudohypo,3.2452078852282407,-2.5965418209145823,-0.003854401283676,0.005473405745897825,5.014592418,0.005140516910590233
LA1028-U,sun,high,pseudohypo,3.2452078852282407,-1.3902348820069488,0.26525013371,0.014901189309423664,5.4748081993,0.008560333679456274
LA1028-V,sun,low,amphi,3.1715692677439775,-2.9389112316975443,0.097936460847,0.005301866979220426,5.0060223923,0.005172694869830142
LA1028-V,sun,high,amphi,3.1715692677439775,-1.7500876561583105,0.49341673983,0.011210117082316338,6.0091833251,0.005650859730583909
LA1028-V,sun,low,pseudohypo,3.1025500397681753,-3.342972740748436,0.106587513816,0.011117986702111839,5.0898592293,0.008285424264773583
LA1028-V,sun,high,pseudohypo,3.1025500397681753,-1.8081845026363863,0.54665918912,0.017534268851226685,5.7372676615,0.008351865337332776
LA1028-W,shade,low,amphi,3.168892370249732,-2.321011827204643,0.46657435965,0.025751241384092807,5.4363125099,0.016679881738553927
LA1028-W,shade,high,amphi,3.168892370249732,-1.7501447596233521,0.54211299235,0.008162508950543986,5.8784937823,0.0036069474355748077
LA1028-W,shade,low,pseudohypo,3.1154193062519537,-2.018208856679718,0.35356175731,0.012337581940293163,5.5959758332,0.007186208984400972
LA1028-W,shade,high,pseudohypo,3.1154193062519537,-1.2881977880749005,0.31450349288,0.02449880304370039,5.7527190075,0.018514332656097397
LA1044-A,shade,low,amphi,2.848515395065363,-1.9330298575195881,0.035095183519428,0.03362550449049054,5.1459375304,0.02657836982613289
LA1044-A,shade,high,amphi,2.848515395065363,-1.6308242470977854,0.114226560685,0.009166722100334902,4.8587634801,0.006300487701142375
LA1044-A,shade,low,pseudohypo,2.8363882129962015,-2.0590884995620873,0.087045028984,0.010656459956578724,4.95426873,0.007438347276403832
LA1044-A,shade,high,pseudohypo,2.8363882129962015,-1.0351247433102173,0.57340132797,0.00386572071693128,5.3838110816,0.001697150973723033
LA1044-C,shade,low,amphi,2.9997611805521127,-1.0500049327146619,0.23450272665,0.011798193509959781,5.1964622052,0.007728771614413288
LA1044-C,shade,high,amphi,2.9997611805521127,-0.6531876947669298,0.38752796394,0.01488976946142808,5.1064916733,0.007821111731440284
LA1044-C,shade,low,pseudohypo,2.9840955453355944,-0.33728003675505297,0.40186212262,0.00748860980200415,5.3275841103,0.00397037851940484
LA1044-C,shade,high,pseudohypo,2.9840955453355944,-0.7153824826327846,0.18317004042,0.007402279740244344,5.0814710531,0.00491348853428263
LA1044-D,shade,low,amphi,2.9461597570695544,-3.0404289156484507,-0.15767973972,0.014541362737079597,4.6438662038,0.026474414964313905
LA1044-D,shade,high,amphi,2.9461597570695544,-2.558687190173402,-0.0267992219471,0.0045650448065347494,4.4142939261,0.004400673044323081
LA1044-D,shade,low,pseudohypo,2.946510422546372,-1.6020907481803797,0.21005962266,0.0036255842637244696,5.0522874457,0.003705856526080479
LA1044-D,shade,high,pseudohypo,2.946510422546372,-1.7234310461855504,0.1734569926,0.01256041978167419,5.0236726595,0.0073052534416155595
LA1044-E,sun,low,amphi,2.89229411080075,-4.333196014655959,-0.02504164086308,0.013352901635513007,4.5818923004,0.027578354965034378
LA1044-E,sun,high,amphi,2.89229411080075,-2.75221512616277,0.100497361779,0.00770095662952765,4.7321428545,0.006981211321554139
LA1044-E,sun,low,pseudohypo,2.8614149857253377,-3.48211514132219,-0.06363710717507,0.028914296856013967,4.6444471464,0.050938013666926726
LA1044-E,sun,high,pseudohypo,2.8614149857253377,-1.709066776340813,0.32209982319,0.007163132569431211,5.3836914529,0.004183594645886787
LA1044-F,sun,low,amphi,2.838425019182039,-3.096336095959558,-0.046004302314000003,0.009295051992296667,4.7374801922,0.009905989018222672
LA1044-F,sun,high,amphi,2.838425019182039,-2.3592489609900684,0.10212421861,0.006276534961658757,4.7603038207,0.004978577182475279
LA1044-F,sun,low,pseudohypo,2.8084390952609035,-2.960434219713916,-0.087295973457,0.01555268496119598,5.0362457973,0.020939800816888246
LA1044-F,sun,high,pseudohypo,2.8084390952609035,-1.6050306102991125,0.139761926061,0.011498032851808079,5.539386209,0.019253771791970423
LA1044-G,sun,low,amphi,2.9462084733911182,-3.296676057262441,0.102430698565,0.011532438675838938,4.5594868785,0.008109786807051317
LA1044-G,sun,high,amphi,2.9462084733911182,-2.697286455666449,0.20655237857,0.007407411892664895,4.7845674092,0.004452728782248436
LA1044-G,sun,low,pseudohypo,2.9180727824647223,-2.886337850634885,0.0099376003164567,0.006824376363847476,4.7812431915,0.006205599709040744
LA1044-G,sun,high,pseudohypo,2.9180727824647223,-2.3802380508141603,0.0177665955516,0.005518335970004548,4.8194144656,0.005226455688766844
LA1044-H,shade,low,amphi,2.9646682830352447,-1.978744682379255,0.18165006503,0.007645360676045301,4.9140757331,0.005159675837327443
LA1044-H,shade,high,amphi,2.9646682830352447,-1.6094798404769088,0.3486246925,0.01364092865576013,5.0110629012,0.007442393501263307
LA1044-H,shade,low,pseudohypo,2.92327248676562,-1.82507292524504,0.1720290078,0.02534932622640283,4.8442012077,0.01630682166794686
LA1044-H,shade,high,pseudohypo,2.92327248676562,-1.199287739019166,0.44137374389,0.01714384112019637,5.0672703047,0.00902652537456056
LA1044-I,shade,low,amphi,2.9161796236317383,-1.7433068711068718,0.03551907860938,0.04048503714498533,5.8497514208,0.0406706361273498
LA1044-I,shade,high,amphi,2.9161796236317383,-1.3356393609573338,0.23908166746,0.02253107111321252,5.1274419825,0.01687063673357232
LA1044-I,shade,low,pseudohypo,2.9007155292088953,-1.3533800321237015,-0.120529018383,0.025421853469821138,5.3663073748,0.030817917448146406
LA1044-I,shade,high,pseudohypo,2.9007155292088953,-1.4974776356637152,-0.131424479634,0.03274772177243319,5.1700014255,0.04516978389085414
LA1044-J,sun,low,amphi,3.0577065573114517,-2.5190822802984982,0.139178913599,0.016429683553382497,4.993769807,0.013066327305348707
LA1044-J,sun,high,amphi,3.0577065573114517,-1.58925586834032,0.35091328224,0.0072229219407181034,5.3212614244,0.003781673277336521
LA1044-J,sun,low,pseudohypo,2.942676508441783,-2.771746973943987,0.04454558526074,0.02813945877695494,4.6751503935,0.021610268017455837
LA1044-J,sun,high,pseudohypo,2.942676508441783,-1.3743319543197303,0.24584362816,0.01381798568060206,5.0815764754,0.008941278916983071
LA1044-K,sun,low,amphi,3.0808906016200397,-2.488354400032806,0.2046231095,0.010227329276076676,4.7956062099,0.006891539582525043
LA1044-K,sun,high,amphi,3.0808906016200397,-1.4216171962705946,0.39009171266,0.010876953345896478,5.1368228351,0.005480536841469883
LA1044-K,sun,low,pseudohypo,2.960317972330433,-1.782306224484176,0.41594510808,0.015841839535387824,5.1773065583,0.0074793293500539
LA1044-K,sun,high,pseudohypo,2.960317972330433,-1.1737759291103276,0.48374938675,0.011807085924759927,5.3667169012,0.005706864137980504
LA1044-L,sun,low,amphi,3.1753633520798097,-2.3061996259991138,0.23768227434,0.018481801422907635,4.7373154389,0.012677692085192158
LA1044-L,sun,high,amphi,3.1753633520798097,-1.5306871447538304,0.35063059009,0.009828128467175023,5.0276683528,0.005178268977575067
LA1044-L,sun,low,pseudohypo,3.100495312527535,-1.6298808297295706,0.19080753842,0.008059747539621784,5.0423399625,0.0049185245094025215
LA1044-L,sun,high,pseudohypo,3.100495312527535,-1.2498541227306879,0.34033116384,0.01406108557676781,5.1612830926,0.007675912912523563
LA1044-M,shade,low,amphi,2.837540382856414,-2.3438935607939024,0.17135093466,0.0057130773525516975,5.1239377045,0.003612149499807386
LA1044-M,shade,high,amphi,2.837540382856414,-2.1756151022794588,0.085168108467,0.008055026099105304,5.0222909355,0.005724271637045581
LA1044-M,shade,low,pseudohypo,2.791036685531519,-1.8995531084395767,0.0434039454806,0.010501789603708749,5.1322970457,0.008680780411583714
LA1044-M,shade,high,pseudohypo,2.791036685531519,-1.502923601421607,0.18681433235,0.00489100287775687,5.1835682426,0.0029897166863851908
LA1044-N,shade,low,amphi,2.7723459300458373,-1.4735853429393888,0.29502471567,0.01446052640961442,5.1993275283,0.008540494887269033
LA1044-N,shade,high,amphi,2.7723459300458373,-1.4024424231678838,0.53579394662,0.03705271135315537,5.0848873116,0.018193586390523837
LA1044-N,shade,low,pseudohypo,2.7670796999182157,-1.8519630423152817,-0.075977213863,0.011142971490243292,5.0534911936,0.010581901717441729
LA1044-N,shade,high,pseudohypo,2.7670796999182157,-1.2949360703808042,0.49679867927,0.013436494617470846,5.2073780757,0.006121060590751827
LA1044-O,shade,low,amphi,2.8565242598206693,-2.645081923059794,0.59930753931,0.05639449264482592,5.2994993922999996,0.0347821699493959
LA1044-O,shade,high,amphi,2.8565242598206693,-1.808449029633508,-0.07155105280622,0.03485688019845254,5.7693278024,0.04947967512866241
LA1044-O,shade,low,pseudohypo,2.8111949116000767,-2.2121765318461764,0.56824254375,0.10043586087771927,5.276819903,0.05584619050221435
LA1044-O,shade,high,pseudohypo,2.8111949116000767,-1.7330910078960309,-0.052098729185356,0.05988000930119699,6.0453142116,0.06072775042797398
LA1044-P,sun,low,amphi,3.134708888703794,-2.8256524263514167,0.33109486862,0.024813233012932315,5.0704331295,0.01474534104733635
LA1044-P,sun,high,amphi,3.134708888703794,-1.6147074393520673,0.21335838802,0.010076772800231582,5.2991461344,0.006615848846739149
LA1044-P,sun,low,pseudohypo,3.0431862185731413,-2.5191902991167456,0.1165244072,0.008863150388717668,4.7009757147,0.005806370803179719
LA1044-P,sun,high,pseudohypo,3.0431862185731413,-1.0570979057263374,0.31077616389,0.01900356799734151,5.0482759532,0.010474774271352369
LA1044-Q,sun,low,amphi,3.1014727519917646,-2.5910371722999646,0.16552759419,0.010298931506823112,4.9032816237,0.007591204407093682
LA1044-Q,sun,high,amphi,3.1014727519917646,-1.4023576158993551,0.46699502366,0.009092823922346446,5.2069805344,0.004440012736596337
LA1044-Q,sun,low,pseudohypo,3.0139390496914418,-1.8731348435968214,0.19994558153,0.016742675452709455,4.9049164844,0.010483034429346465
LA1044-Q,sun,high,pseudohypo,3.0139390496914418,-0.9055008111227755,0.27800329921,0.006150260719349244,5.2382499831,0.0037210328878009738
LA1044-R,sun,low,amphi,3.1275452925848093,-1.4581722398628025,0.26054356771,0.013023430172931347,5.2288159307,0.00869892670847771
LA1044-R,sun,high,amphi,3.1275452925848093,-1.0892850659169466,0.47048878108,0.010243167090033955,5.2945390756,0.004842285875909103
LA1044-R,sun,low,pseudohypo,3.0305640619953214,-1.268250133302295,0.17793484941,0.01404784563009437,5.0905006024,0.009738546212663906
LA1044-R,sun,high,pseudohypo,3.0305640619953214,-1.2806859217831825,0.46221580207,0.023424063571464395,5.1318104061,0.013349671782957252
LA1044-S,shade,low,amphi,2.9002978808638544,-1.7412430720612149,0.261936369737,0.09005629341560004,6.0785159254,0.04898807005509159
LA1044-S,shade,high,amphi,2.9002978808638544,-1.4974743922650362,-0.024131588695050003,0.03701583798694836,6.1263469825,0.051821994402125794
LA1044-S,shade,low,pseudohypo,2.881639523924172,-1.3943719070813771,-0.1071830418637,0.03823811103386692,5.7841421459,0.040718099673629604
LA1044-S,shade,high,pseudohypo,2.881639523924172,-1.3101174125983766,0.162521674734,0.03131150474849785,5.6165584402,0.026405769237661234
