accession,lighttreatment,lightintensity,leaftype,n_plant,trait,estimate,lowerCI,upperCI
LA0107,shade,low,amphi,8,tau,166.6328930719612,149.9889090337283,185.82269244467201
LA0107,shade,low,amphi,8,lambda,1.1372412472582143,1.0886752402991058,1.186720536621027
LA0107,shade,low,amphi,8,gcl,19.2297189834736,18.72823157711066,19.753403093492768
LA0107,shade,low,amphi,8,gi,0.19534400274568445,0.17073119182786262,0.2247562806091635
LA0107,shade,low,amphi,8,gmax,2.6238250530415237,2.4731281479623117,2.7928767240212857
LA0107,shade,high,amphi,8,tau,230.90886631372663,207.7076347821037,257.13122546405134
LA0107,shade,high,amphi,8,lambda,1.255273124884177,1.202595250333273,1.3087529044388808
LA0107,shade,high,amphi,8,gcl,19.2297189834736,18.72823157711066,19.753403093492768
LA0107,shade,high,amphi,8,gi,0.4162920829989485,0.36343502783172077,0.47918465563315477
LA0107,shade,high,amphi,8,gmax,2.6238250530415237,2.4731281479623117,2.7928767240212857
LA0107,shade,low,pseudohypo,8,tau,168.58462255003957,151.63015693718745,188.20501758762254
LA0107,shade,low,pseudohypo,8,lambda,1.1145587175914082,1.0676939710901168,1.1625049274560284
LA0107,shade,low,pseudohypo,8,gcl,18.11367732908502,17.635040423645556,18.605657318473536
LA0107,shade,low,pseudohypo,8,gi,0.15736534362740115,0.1377470332305258,0.18146084917865304
LA0107,shade,low,pseudohypo,8,gmax,1.7615401954239878,1.660718759676532,1.8715495662346442
LA0107,shade,high,pseudohypo,8,tau,233.55310373414193,210.39273906827867,260.405902452902
LA0107,shade,high,pseudohypo,8,lambda,1.2301590593570737,1.1782845511821682,1.282439287517535
LA0107,shade,high,pseudohypo,8,gcl,18.11367732908502,17.635040423645556,18.605657318473536
LA0107,shade,high,pseudohypo,8,gi,0.3352671085190493,0.2923615016218108,0.38580184187552086
LA0107,shade,high,pseudohypo,8,gmax,1.7615401954239878,1.660718759676532,1.8715495662346442
LA0107,sun,low,amphi,9,tau,166.23426321869164,149.92591254721017,185.51576995614033
LA0107,sun,low,amphi,9,lambda,1.2409342983721747,1.1880562262074568,1.2946022102318295
LA0107,sun,low,amphi,9,gcl,21.55923780838128,21.007994855709892,22.131659180096506
LA0107,sun,low,amphi,9,gi,0.27729017262343303,0.24145427464753286,0.3168821445698095
LA0107,sun,low,amphi,9,gmax,4.808248614486907,4.537414118502229,5.1167654869422305
LA0107,sun,high,amphi,9,tau,230.5651457433577,207.9052493548055,256.69562980523534
LA0107,sun,high,amphi,9,lambda,1.3701740366766435,1.311302276709229,1.4286578595066404
LA0107,sun,high,amphi,9,gcl,21.55923780838128,21.007994855709892,22.131659180096506
LA0107,sun,high,amphi,9,gi,0.590971194224969,0.5147126411799903,0.6747720271576491
LA0107,sun,high,amphi,9,gmax,4.808248614486907,4.537414118502229,5.1167654869422305
LA0107,sun,low,pseudohypo,9,tau,168.3342452107729,151.61945337752624,187.38044998326995
LA0107,sun,low,pseudohypo,9,lambda,1.2156781458103854,1.1637850815325612,1.2675722008380998
LA0107,sun,low,pseudohypo,9,gcl,20.306232818172877,19.78389648159645,20.840328270823377
LA0107,sun,low,pseudohypo,9,gi,0.2230853118123711,0.19492574500593807,0.25580458277156626
LA0107,sun,low,pseudohypo,9,gmax,3.2283877677186235,3.048934983470792,3.425697899725985
LA0107,sun,high,pseudohypo,9,tau,233.5180990033371,210.5127948397223,259.68440834526376
LA0107,sun,high,pseudohypo,9,lambda,1.3417053548948494,1.2850160343988228,1.3996327389042973
LA0107,sun,high,pseudohypo,9,gcl,20.306232818172877,19.78389648159645,20.840328270823377
LA0107,sun,high,pseudohypo,9,gi,0.4756615395657843,0.4152423605348635,0.5442008628341328
LA0107,sun,high,pseudohypo,9,gmax,3.2283877677186235,3.048934983470792,3.425697899725985
LA0407,sun,low,amphi,7,tau,126.83420654685268,113.85799598328155,141.59038953162653
LA0407,sun,low,amphi,7,lambda,1.2171984753835272,1.1621559997122137,1.2693024454233723
LA0407,sun,low,amphi,7,gcl,18.387580517612733,17.93026055331004,18.84908080194538
LA0407,sun,low,amphi,7,gi,0.21345433196435754,0.18565885196757811,0.2451059219137837
LA0407,sun,low,amphi,7,gmax,5.33574287709043,4.9963257216109165,5.687129164754884
LA0407,sun,high,amphi,7,tau,175.6272063963495,157.6814001674827,196.2090731361827
LA0407,sun,high,amphi,7,lambda,1.3434908392229457,1.282641219161683,1.4019937395418034
LA0407,sun,high,amphi,7,gcl,18.387580517612733,17.93026055331004,18.84908080194538
LA0407,sun,high,amphi,7,gi,0.45520992445597824,0.39720869583436547,0.5230235120547927
LA0407,sun,high,amphi,7,gmax,5.33574287709043,4.9963257216109165,5.687129164754884
LA0407,sun,low,pseudohypo,7,tau,128.4073590026029,114.89601552455397,143.52510656426767
LA0407,sun,low,pseudohypo,7,lambda,1.1923103913037452,1.139644206399767,1.2442903310348545
LA0407,sun,low,pseudohypo,7,gcl,17.310589161274763,16.895655127751613,17.75501389764201
LA0407,sun,low,pseudohypo,7,gi,0.17191896489821995,0.1499250936398205,0.19790225570151915
LA0407,sun,low,pseudohypo,7,gmax,3.5810487824464134,3.353037558893199,3.8126508931253387
LA0407,sun,high,pseudohypo,7,tau,177.695286150496,159.6303772521792,198.5531878107881
LA0407,sun,high,pseudohypo,7,lambda,1.3159503381788729,1.255600399545439,1.3743160176093414
LA0407,sun,high,pseudohypo,7,gcl,17.310589161274763,16.895655127751613,17.75501389764201
LA0407,sun,high,pseudohypo,7,gi,0.36650851633316056,0.3205176588735031,0.4215091195210086
LA0407,sun,high,pseudohypo,7,gmax,3.5810487824464134,3.353037558893199,3.8126508931253387
LA0407,shade,low,amphi,10,tau,126.80238102434701,114.20630952552803,141.29507546122983
LA0407,shade,low,amphi,10,lambda,1.1161153648631628,1.067148999047924,1.1659407048346653
LA0407,shade,low,amphi,10,gcl,16.394879631686415,16.008685109333452,16.796198456041317
LA0407,shade,low,amphi,10,gi,0.1507814140514127,0.1314152619754986,0.1728435316400926
LA0407,shade,low,amphi,10,gmax,2.9098775728127038,2.7240846897620723,3.0961099055080328
LA0407,shade,high,amphi,10,tau,175.76754471874025,158.24539233212244,196.06854224507777
LA0407,shade,high,amphi,10,lambda,1.232312993341942,1.1781745250049978,1.286326847964828
LA0407,shade,high,amphi,10,gcl,16.394879631686415,16.008685109333452,16.796198456041317
LA0407,shade,high,amphi,10,gi,0.32157192737113643,0.2803893918125266,0.36803675724806495
LA0407,shade,high,amphi,10,gmax,2.9098775728127038,2.7240846897620723,3.0961099055080328
LA0407,shade,low,pseudohypo,10,tau,128.58019201566245,115.71354439837015,143.35502603653632
LA0407,shade,low,pseudohypo,10,lambda,1.0938619132321816,1.0462078219021231,1.142081982319826
LA0407,shade,low,pseudohypo,10,gcl,15.436211170935392,15.0828794332225,15.833278251281449
LA0407,shade,low,pseudohypo,10,gi,0.12149798835956463,0.10608700449019147,0.139180611772662
LA0407,shade,low,pseudohypo,10,gmax,1.953302309624717,1.8300684578228323,2.0782927429155915
LA0407,shade,high,pseudohypo,10,tau,178.1103564647612,160.1934383834403,198.5058693169914
LA0407,shade,high,pseudohypo,10,lambda,1.2076022701420592,1.153586193158418,1.26041222973322
LA0407,shade,high,pseudohypo,10,gcl,15.436211170935392,15.0828794332225,15.833278251281449
LA0407,shade,high,pseudohypo,10,gi,0.2590489551812701,0.22649764967470642,0.2972220170685922
LA0407,shade,high,pseudohypo,10,gmax,1.953302309624717,1.8300684578228323,2.0782927429155915
LA0429,shade,low,amphi,10,tau,124.31397547982797,114.54011250420109,136.62274182622554
LA0429,shade,low,amphi,10,lambda,1.0805854076525545,1.0382566297330356,1.1214504322691456
