accession,light_treatment,leaf_type,light_intensity,n_plant,trait,estimate,lowerCI,upperCI
LA0750,shade,amphi,high,9,gcl,20.315273036660006,19.54539596821979,21.13197393048055
LA0750,shade,amphi,low,10,gcl,20.087140957955597,19.338567136523302,20.81045999128947
LA0750,shade,pseudohypo,high,9,gcl,20.732375577525,19.97812849571358,21.537930962061377
LA0750,shade,pseudohypo,low,10,gcl,20.659624679562945,19.893653994023335,21.508076307348407
LA0750,sun,amphi,high,11,gcl,22.527424090854403,21.686390882829937,23.429493383045884
LA0750,sun,amphi,low,9,gcl,22.250909373585333,21.427157728614635,23.11331366184333
LA0750,sun,pseudohypo,high,11,gcl,23.75445261654254,22.885922529979272,24.64194713797727
LA0750,sun,pseudohypo,low,9,gcl,23.645210521928572,22.787984625667402,24.542435672116977
LA1028,shade,amphi,high,10,gcl,20.931822109945387,20.101381464894473,21.7737834922004
LA1028,shade,amphi,low,10,gcl,21.135473175280353,20.33948287996447,21.996272321061593
LA1028,shade,pseudohypo,high,10,gcl,22.281125222796636,21.440782337305468,23.170371558390073
LA1028,shade,pseudohypo,low,10,gcl,22.323497985180452,21.5058236554299,23.238093190128406
LA1028,sun,amphi,high,7,gcl,23.188965719673345,22.265439084074817,24.196460783462086
LA1028,sun,amphi,low,7,gcl,23.40096837372725,22.513888827659645,24.327631883043356
LA1028,sun,pseudohypo,high,7,gcl,25.536745591416263,24.58964667551441,26.53859046076784
LA1028,sun,pseudohypo,low,7,gcl,25.592953891829207,24.614188806099655,26.555241143747445
LA1044,shade,amphi,high,10,gcl,17.12847116714618,16.643736452324138,17.590250157093678
LA1044,shade,amphi,low,10,gcl,17.265105354080085,16.790817429471975,17.81224204874417
LA1044,shade,pseudohypo,high,10,gcl,18.05848575977582,17.576940677184417,18.549187506490572
LA1044,shade,pseudohypo,low,10,gcl,17.970161491806085,17.456606264552324,18.45830671095023
LA1044,sun,amphi,high,11,gcl,18.991699380531248,18.42808029053471,19.482867836275723
LA1044,sun,amphi,low,11,gcl,19.115824932346285,18.600376485123892,19.69629272822214
LA1044,sun,pseudohypo,high,11,gcl,20.693250110980184,20.155144782569216,21.234566186860523
LA1044,sun,pseudohypo,low,11,gcl,20.563516151362137,19.96137207793008,21.136294865532157
LA1269,shade,amphi,high,10,gcl,17.46308681825885,16.87566009948396,18.089156358925727
LA1269,shade,amphi,low,9,gcl,17.549836962803894,16.90881312181285,18.20810324886743
LA1269,shade,pseudohypo,high,10,gcl,18.454723509594086,17.880051296088407,19.114188582636313
LA1269,shade,pseudohypo,low,9,gcl,18.342493917517736,17.67149954280037,19.02386532104987
LA1269,sun,amphi,high,9,gcl,19.365133309763408,18.719789151285806,20.06989525176735
LA1269,sun,amphi,low,6,gcl,19.4202847602048,18.735449936813446,20.165576261919806
LA1269,sun,pseudohypo,high,9,gcl,21.14939942271532,20.47490129969915,21.924877894352953
LA1269,sun,pseudohypo,low,6,gcl,21.000592308661044,20.202943674490182,21.8162538645983
LA1316,shade,amphi,high,9,gcl,19.822752497353978,19.20863737967083,20.56214322057532
LA1316,shade,amphi,low,10,gcl,19.85689376920836,19.16984342856111,20.61547601390893
LA1316,shade,pseudohypo,high,9,gcl,20.843265834160665,20.17021461163359,21.57995676818214
LA1316,shade,pseudohypo,low,10,gcl,20.864947961846934,20.161463240635584,21.603722763466013
LA1316,sun,amphi,high,10,gcl,21.985795483734623,21.251604783658923,22.7993947966154
LA1316,sun,amphi,low,9,gcl,22.00119069733771,21.20721161389805,22.864773948352354
LA1316,sun,pseudohypo,high,10,gcl,23.892483689594584,23.092434639435467,24.73923059884642
LA1316,sun,pseudohypo,low,9,gcl,23.896997668937612,23.052803334140755,24.695904977387116
LA1322,shade,amphi,high,10,gcl,18.029483903771066,17.397702867569617,18.63718972378941
LA1322,shade,amphi,low,8,gcl,17.958787051762737,17.247473309719194,18.640041555923546
LA1322,shade,pseudohypo,high,10,gcl,19.396511368837437,18.780048080990948,20.089657662750493
LA1322,shade,pseudohypo,low,8,gcl,19.25570729213901,18.55791724948743,20.045806777483623
LA1322,sun,amphi,high,10,gcl,19.99524020540117,19.298449899553127,20.66119780769415
LA1322,sun,amphi,low,9,gcl,19.874028920483564,19.11506737670178,20.63304040764295
LA1322,sun,pseudohypo,high,10,gcl,22.226814269682848,21.503823843378278,23.00617911911383
LA1322,sun,pseudohypo,low,9,gcl,22.051221936969117,21.218144712832142,22.870864240817763
LA1358,shade,amphi,high,8,gcl,16.660938538568534,16.006888990806516,17.4035255141077
LA1358,shade,amphi,low,9,gcl,16.778143797738615,16.094125202569995,17.472286638155307
LA1358,shade,pseudohypo,high,8,gcl,17.224690135376935,16.58119033158529,17.887520958213447
LA1358,shade,pseudohypo,low,9,gcl,17.18641599403731,16.487808080992217,17.929960759035882
LA1358,sun,amphi,high,10,gcl,18.478856352290997,17.737130709339798,19.289698170426643
LA1358,sun,amphi,low,8,gcl,18.567645531496883,17.795104704092218,19.381036020230336
LA1358,sun,pseudohypo,high,10,gcl,19.735727453108733,18.98717674204732,20.50922376688848
LA1358,sun,pseudohypo,low,8,gcl,19.688495157679156,18.898143277422744,20.50594445961729
LA1360,shade,amphi,high,10,gcl,17.25066243898464,16.586315090070904,17.880081820491025
LA1360,shade,amphi,low,10,gcl,17.4235814659001,16.762392999306442,18.176411013014235
LA1360,shade,pseudohypo,high,10,gcl,17.657116928207746,17.011144333121962,18.347737732169445
LA1360,shade,pseudohypo,low,10,gcl,17.803996507681507,17.098776293255117,18.517516414746865
LA1360,sun,amphi,high,10,gcl,19.12382141587583,18.4100074460183,19.81468602573993
LA1360,sun,amphi,low,9,gcl,19.29970430868593,18.543299353279263,20.104949724610464
LA1360,sun,pseudohypo,high,10,gcl,20.23202253102197,19.485989297256076,21.02427658720988
LA1360,sun,pseudohypo,low,9,gcl,20.372979631089585,19.571289726867477,21.20345083569197
LA1364,shade,amphi,high,10,gcl,16.57365590699808,15.886440770953879,17.26117178915268
LA1364,shade,amphi,low,10,gcl,16.49591368862393,15.769640913698387,17.20001922411694
LA1364,shade,pseudohypo,high,10,gcl,17.25731106945346,16.567581869659204,17.921122781470213
LA1364,shade,pseudohypo,low,10,gcl,17.310049866925514,16.62027635255576,18.070341071683572
LA1364,sun,amphi,high,8,gcl,18.360059455424825,17.608828225418943,19.188312530360662
LA1364,sun,amphi,low,6,gcl,18.276434083895072,17.48508591249035,19.045313970257823
LA1364,sun,pseudohypo,high,8,gcl,19.77059504280617,19.033325453651933,20.514119860160285
LA1364,sun,pseudohypo,low,7,gcl,19.81531629664029,19.01902781531689,20.675777688009276
LA1589,shade,amphi,high,10,gcl,16.965965318383525,16.380313451908865,17.546733075680052
LA1589,shade,amphi,low,10,gcl,17.194000692019795,16.627853678560577,17.838310465171396
LA1589,shade,pseudohypo,high,10,gcl,17.588203479940148,17.00662397155918,18.20359053012063
LA1589,shade,pseudohypo,low,10,gcl,17.758061700098203,17.13591416932574,18.39680708466727
LA1589,sun,amphi,high,9,gcl,18.803458487161254,18.181553806473637,19.449792842762047
LA1589,sun,amphi,low,6,gcl,19.02050747715996,18.4272683450912,19.78514847239288
LA1589,sun,pseudohypo,high,9,gcl,20.15217637006196,19.474351467273884,20.828416674542634
LA1589,sun,pseudohypo,low,6,gcl,20.32964620740208,19.547599109369386,21.067257619504026
LA1777,shade,amphi,high,10,gcl,15.543689945756382,14.945325397501843,16.200378787347233
LA1777,shade,amphi,low,9,gcl,15.673495381645003,15.02914813479058,16.414455223858017
LA1777,shade,pseudohypo,high,10,gcl,15.925498118567905,15.347931056406184,16.52741176899328
LA1777,shade,pseudohypo,low,9,gcl,15.890805483742142,15.22957505074592,16.572347639210694
LA1777,sun,amphi,high,10,gcl,17.241436440858145,16.525162100506233,17.960083561356377
LA1777,sun,amphi,low,9,gcl,17.365149926653032,16.63921549336114,18.135720159231564
LA1777,sun,pseudohypo,high,10,gcl,18.24082476493987,17.57461026645132,18.904114655289096
LA1777,sun,pseudohypo,low,7,gcl,18.17825573541847,17.40206801334693,18.986900490128974
LA1782,shade,amphi,high,10,gcl,15.454326631292682,14.80948340244764,16.120234832575346
LA1782,shade,amphi,low,10,gcl,15.458683364055789,14.83806939352157,16.126921856836972
LA1782,shade,pseudohypo,high,10,gcl,15.801681919994216,15.206047362106998,16.39706561981471
LA1782,shade,pseudohypo,low,10,gcl,15.690372818521174,15.098580827949288,16.38102754102998
LA1782,sun,amphi,high,10,gcl,17.156282876385177,16.405570352492163,17.846149987730627
LA1782,sun,amphi,low,8,gcl,17.109087241707897,16.411185340357353,17.851899676200997
LA1782,sun,pseudohypo,high,10,gcl,18.107690562751145,17.404256617633685,18.789396676401914
LA1782,sun,pseudohypo,low,8,gcl,17.96609885267112,17.2646649872865,18.78885961453924
LA2133,shade,amphi,high,10,gcl,17.23991845179404,16.6262982962444,17.836938028551824
LA2133,shade,amphi,low,9,gcl,17.1954836095688,16.483103023205587,17.85318961181369
LA2133,shade,pseudohypo,high,10,gcl,18.7965523146549,18.183032665111377,19.465518098772243
LA2133,shade,pseudohypo,low,9,gcl,18.76371073141053,18.11074074320941,19.48882625361323
LA2133,sun,amphi,high,11,gcl,19.08539360551834,18.474900045268583,19.802104039974903
LA2133,sun,amphi,low,8,gcl,19.02850547468716,18.243196277381905,19.767105235838827
LA2133,sun,pseudohypo,high,11,gcl,21.552363495476403,20.817982559867783,22.283855918616037
LA2133,sun,pseudohypo,low,8,gcl,21.441575089510366,20.684583591077,22.351630306238857
LA2172,shade,amphi,high,10,gcl,17.819007399425427,17.19240978496801,18.438215192962495
LA2172,shade,amphi,low,10,gcl,17.674811032589552,17.052117783635847,18.369065794864653
LA2172,shade,pseudohypo,high,10,gcl,18.884405413918763,18.241372898103,19.550411293093955
LA2172,shade,pseudohypo,low,10,gcl,18.92883058385939,18.216977967486507,19.598473420618355
LA2172,sun,amphi,high,10,gcl,19.771501594799044,19.078956673640178,20.483672016908375
LA2172,sun,amphi,low,10,gcl,19.575967413027236,18.846245187403532,20.33265113205872
LA2172,sun,pseudohypo,high,10,gcl,21.65655621309009,20.877780553620482,22.407725506867507
LA2172,sun,pseudohypo,low,10,gcl,21.688479136342046,20.858687675629593,22.42428205617186
LA2744,shade,amphi,high,9,gcl,19.05083514034536,18.267600772334575,19.885740004024523
LA2744,shade,amphi,low,10,gcl,18.976992018809838,18.233275491642576,19.67957595716603
LA2744,shade,pseudohypo,high,9,gcl,20.00065677970393,19.29111759818348,20.766953399717487
LA2744,shade,pseudohypo,low,10,gcl,19.978868380423584,19.20303340983139,20.777998555963535
LA2744,sun,amphi,high,9,gcl,21.11327429119569,20.28130451699885,22.043485403794584
LA2744,sun,amphi,low,10,gcl,21.000072665933835,20.14425239981794,21.81363394437588
LA2744,sun,pseudohypo,high,9,gcl,22.905754567521424,22.09045915023679,23.840628794797052
LA2744,sun,pseudohypo,low,10,gcl,22.88407891775471,22.011375283046082,23.788568222551103
LA2933,shade,amphi,high,10,gcl,16.457944648818696,15.875985027814737,17.00731270190547
LA2933,shade,amphi,low,9,gcl,16.267403657854732,15.68571643434174,16.86907587309199
LA2933,shade,pseudohypo,high,10,gcl,17.684188442344706,17.09495749519417,18.30166241644243
LA2933,shade,pseudohypo,low,9,gcl,17.857903449287058,17.224220458929917,18.47338364152158
LA2933,sun,amphi,high,10,gcl,18.232067760386155,17.61557384275258,18.871814804209674
LA2933,sun,amphi,low,10,gcl,18.013214348023993,17.370558313723244,18.63708743385432
LA2933,sun,pseudohypo,high,10,gcl,20.26896817250962,19.56660769935861,20.980755645691065
LA2933,sun,pseudohypo,low,10,gcl,20.437199889217013,19.714173554081764,21.16354641395164
LA2951,shade,amphi,high,6,gcl,20.770466543305567,20.006722909604868,21.62768579027109
LA2951,shade,amphi,low,9,gcl,20.784979813522177,19.985860557273128,21.593334481557278
LA2951,shade,pseudohypo,high,6,gcl,21.097900000788588,20.310553347551384,21.97946470613735
LA2951,shade,pseudohypo,low,9,gcl,20.605553400227322,19.83711609844586,21.3639214184917
LA2951,sun,amphi,high,10,gcl,23.037823356712806,22.194470426826275,23.992315822049243
LA2951,sun,amphi,low,9,gcl,22.992867347330744,22.20536438650541,23.897041985960886
LA2951,sun,pseudohypo,high,10,gcl,24.16230804094888,23.284652161154472,25.148147027688346
LA2951,sun,pseudohypo,low,9,gcl,23.572108467381145,22.672656980068243,24.46002515078715
LA2964,shade,amphi,high,10,gcl,17.922432768439556,17.226416424342148,18.667252919954457
LA2964,shade,amphi,low,10,gcl,17.98716925404451,17.238830572271418,18.722682602343163
LA2964,shade,pseudohypo,high,10,gcl,18.900419110907084,18.18107095717915,19.707167780624896
LA2964,shade,pseudohypo,low,10,gcl,18.877122140501257,18.14320921742803,19.613894317696513
LA2964,sun,amphi,high,10,gcl,19.880740191338276,19.14338577258318,20.690508294215892
LA2964,sun,amphi,low,10,gcl,19.919633183420885,19.153732167670743,20.74714969717824
LA2964,sun,pseudohypo,high,10,gcl,21.662124981142327,20.85170315604653,22.576278477570202
LA2964,sun,pseudohypo,low,10,gcl,21.584368550693306,20.795508190367084,22.44608569463562
LA3124,shade,amphi,high,10,gcl,16.549973398824537,15.975032848410285,17.12916517547194
LA3124,shade,amphi,low,10,gcl,16.435442179496295,15.835707606892232,16.940177578310752
LA3124,shade,pseudohypo,high,10,gcl,17.468071328569575,16.836117044138703,18.020565793090164
LA3124,shade,pseudohypo,low,10,gcl,17.543571526092492,16.962595225011537,18.111549351502205
LA3124,sun,amphi,high,8,gcl,18.348194118556446,17.709061619871445,19.016968198465353
LA3124,sun,amphi,low,8,gcl,18.184179285118226,17.55873586586192,18.81219083398187
LA3124,sun,pseudohypo,high,8,gcl,20.024394243812424,19.28044351002844,20.69691437809382
LA3124,sun,pseudohypo,low,8,gcl,20.086415764996488,19.395923394813202,20.76771152065876
LA3778,shade,amphi,high,9,gcl,17.376526131498764,16.672802386467335,18.099236476260327
LA3778,shade,amphi,low,10,gcl,17.15347873957455,16.474945449906105,17.876335066929943
LA3778,shade,pseudohypo,high,9,gcl,17.87115054925033,17.120619796930253,18.576447207526545
LA3778,shade,pseudohypo,low,10,gcl,18.03109803852374,17.318036413287473,18.79772844796875
LA3778,sun,amphi,high,9,gcl,19.26339412539675,18.483400139091607,20.05799703510656
LA3778,sun,amphi,low,8,gcl,18.97545681379105,18.222494702278468,19.819911248184205
LA3778,sun,pseudohypo,high,9,gcl,20.470833142408885,19.66563618515855,21.289162858415786
LA3778,sun,pseudohypo,low,8,gcl,20.623816505028845,19.808154483151117,21.493612909034496
LA4116,shade,amphi,high,8,gcl,20.41353343353643,19.624555768259125,21.307143540986154
LA4116,shade,amphi,low,8,gcl,20.383293668117222,19.405595717012346,21.35379751686302
LA4116,shade,pseudohypo,high,7,gcl,20.924581475402388,20.043354695862757,21.775107897818792
LA4116,shade,pseudohypo,low,8,gcl,20.86960621626037,19.996962448611495,21.919349003645532
LA4116,sun,amphi,high,9,gcl,22.645056578418007,21.745165559458165,23.618268185587386
LA4116,sun,amphi,low,7,gcl,22.57673852698573,21.471773198060195,23.626584499672422
LA4116,sun,pseudohypo,high,8,gcl,23.966772094853795,22.945954480299235,24.974650975949245
LA4116,sun,pseudohypo,low,7,gcl,23.905192505873934,22.87132320534747,25.067109232908873
LA4117A,shade,amphi,high,8,gcl,18.248466616776668,17.508477061355627,19.039760585629548
LA4117A,shade,amphi,low,9,gcl,18.202659526740486,17.38240507023691,18.981509790327777
LA4117A,shade,pseudohypo,high,7,gcl,18.630484365552007,17.819657388263554,19.40932559319738
LA4117A,shade,pseudohypo,low,9,gcl,18.98546904571527,18.210957539032727,19.821877812920004
LA4117A,sun,amphi,high,9,gcl,20.247869831233736,19.39719055927229,21.111327113203846
LA4117A,sun,amphi,low,7,gcl,20.155002060463314,19.27323181960313,21.028654935518816
LA4117A,sun,pseudohypo,high,9,gcl,21.342807250926246,20.48411753137776,22.23442062431326
LA4117A,sun,pseudohypo,low,7,gcl,21.750744568864572,20.841311589287425,22.649348846117206
LA4126,shade,amphi,high,10,gcl,20.836363823011318,20.106291677178966,21.625916750368376
LA4126,shade,amphi,low,10,gcl,20.540400307952325,19.753482300155916,21.288250877889027
LA4126,shade,pseudohypo,high,9,gcl,21.298660320794248,20.52710547548849,22.044653573044485
LA4126,shade,pseudohypo,low,10,gcl,20.839527835862043,20.098274512884462,21.58094465863233
LA4126,sun,amphi,high,11,gcl,23.085427262081478,22.31897541692847,23.978247447391976
LA4126,sun,amphi,low,11,gcl,22.74796053351555,21.904316193178943,23.53967900528424
LA4126,sun,pseudohypo,high,11,gcl,24.38595834538053,23.56358215367409,25.256084795755836
LA4126,sun,pseudohypo,low,11,gcl,23.819352761578745,23.012284464572105,24.713200322713647
LA0107,shade,amphi,high,8,lambda,1.2634081640761643,1.2046972030624967,1.3299086891468355
LA0107,shade,amphi,low,8,lambda,1.1469033754597304,1.0876634634570768,1.216338140929282
LA0107,shade,pseudohypo,high,8,lambda,1.2113643004896466,1.1465985182587837,1.2704222396763853
LA0107,shade,pseudohypo,low,8,lambda,1.1175523320678131,1.0597346834373154,1.1685572818035712
LA0107,sun,amphi,high,9,lambda,1.4225013361643386,1.357010708329093,1.4909935689840605
LA0107,sun,amphi,low,9,lambda,1.241799458390718,1.174399738604292,1.313509716004028
LA0107,sun,pseudohypo,high,9,lambda,1.3500958325433183,1.2811766926819914,1.417173124886177
LA0107,sun,pseudohypo,low,9,lambda,1.1628373349647947,1.1047105386716451,1.2165821823489094
LA0407,shade,amphi,high,10,lambda,1.1963924402430823,1.144276345170158,1.2505051492750632
LA0407,shade,amphi,low,10,lambda,1.1154217388299021,1.0547020781297372,1.1759197576410372
LA0407,shade,pseudohypo,high,10,lambda,1.1956807715727407,1.140697807392239,1.258331163486749
LA0407,shade,pseudohypo,low,10,lambda,1.077021712351189,1.0198755629029999,1.1316364516350528
LA0407,sun,amphi,high,8,lambda,1.3442039501341223,1.2844817935389394,1.4061744216473906
LA0407,sun,amphi,low,8,lambda,1.2068418021003888,1.1407203673783728,1.2730733194576074
LA0407,sun,pseudohypo,high,8,lambda,1.337275155340996,1.2725273505340302,1.404436377784644
LA0407,sun,pseudohypo,low,8,lambda,1.122799491814558,1.0590708508792264,1.184309551340666
LA0429,shade,amphi,high,11,lambda,1.181594054516843,1.1477043035909955,1.2138023071694206
LA0429,shade,amphi,low,11,lambda,1.1055104461782443,1.0640421555367787,1.1470233255233802
LA0429,shade,pseudohypo,high,11,lambda,1.1748776018125273,1.1380868436904532,1.213722270713107
LA0429,shade,pseudohypo,low,11,lambda,1.1241033610239906,1.086787533296265,1.159314090027445
LA0429,sun,amphi,high,10,lambda,1.3288014293684083,1.2914740737803279,1.3657335236317165
LA0429,sun,amphi,low,10,lambda,1.1969927550886494,1.1478167901502416,1.2400713924921054
LA0429,sun,pseudohypo,high,10,lambda,1.312370811098646,1.2728434053311077,1.3552151277000515
LA0429,sun,pseudohypo,low,10,lambda,1.1697246526528455,1.1302427789037657,1.2107321822483523
LA0436,shade,amphi,high,8,lambda,1.1870642602484265,1.1552320895261066,1.2215209942650138
LA0436,shade,amphi,low,8,lambda,1.1042587363145084,1.0635824491103452,1.1445301034234692
LA0436,shade,pseudohypo,high,8,lambda,1.1797036560544465,1.1419406049439917,1.2187895506271407
LA0436,shade,pseudohypo,low,8,lambda,1.1216797348004,1.0868105578024254,1.1578316743530737
LA0436,sun,amphi,high,10,lambda,1.335549427679,1.3001257187857977,1.3719225820714478
LA0436,sun,amphi,low,8,lambda,1.1942764537808686,1.1510999159825042,1.236237728295743
LA0436,sun,pseudohypo,high,10,lambda,1.3163579435518358,1.2790994458003566,1.3599037649621006
LA0436,sun,pseudohypo,low,8,lambda,1.1691069046891727,1.1294846822473894,1.2072115262056597
LA0444,shade,amphi,high,9,lambda,1.1470929857285326,1.0911013325842485,1.2036554275692526
LA0444,shade,amphi,low,10,lambda,1.0936952403821212,1.0267631641955002,1.1559283943755956
LA0444,shade,pseudohypo,high,9,lambda,1.1503059621700886,1.0893436295104966,1.2103183720548019
LA0444,shade,pseudohypo,low,10,lambda,1.116665738528486,1.0574476118294653,1.1700030469534597
LA0444,sun,amphi,high,10,lambda,1.2891415013515248,1.2260452689682497,1.350744389479669
LA0444,sun,amphi,low,9,lambda,1.1818619096479406,1.1107168104151723,1.2506841933496542
LA0444,sun,pseudohypo,high,10,lambda,1.2847597604238885,1.217502041232251,1.3502432814659036
LA0444,sun,pseudohypo,low,9,lambda,1.1635471917488729,1.102190789705887,1.2189257288984878
LA0716,shade,amphi,high,9,lambda,1.1714769012166424,1.1218395891976831,1.2261371006231565
LA0716,shade,amphi,low,10,lambda,1.1570167231541049,1.1014964344389686,1.2157499100323659
LA0716,shade,pseudohypo,high,9,lambda,1.2036969872587646,1.146401271459389,1.2637571055143229
LA0716,shade,pseudohypo,low,10,lambda,1.136919233608272,1.0810534172515602,1.1950443196631828
LA0716,sun,amphi,high,10,lambda,1.3189957347101973,1.2589186076991308,1.3765946686007884
LA0716,sun,amphi,low,9,lambda,1.2511277367675593,1.1938424275076864,1.3161256065497884
LA0716,sun,pseudohypo,high,10,lambda,1.3433799420450092,1.2816006417204036,1.4116713205004392
LA0716,sun,pseudohypo,low,9,lambda,1.183251527216767,1.123929246391589,1.241118308962214
LA0750,shade,amphi,high,9,lambda,1.1552127013131226,1.1065238938984079,1.205685269219795
LA0750,shade,amphi,low,10,lambda,1.1733175656674553,1.1167758107916812,1.2341419498057633
LA0750,shade,pseudohypo,high,9,lambda,1.2123164343285369,1.1551704319295513,1.2702094947338225
LA0750,shade,pseudohypo,low,10,lambda,1.1246692928162594,1.0669023445950465,1.1865405544400047
LA0750,sun,amphi,high,11,lambda,1.299594090325711,1.2460474697472057,1.3548006666139514
LA0750,sun,amphi,low,9,lambda,1.2676803971200976,1.209643706004615,1.3386146599798412
LA0750,sun,pseudohypo,high,11,lambda,1.3532404910231424,1.2915254914216907,1.4158835745809057
LA0750,sun,pseudohypo,low,9,lambda,1.1715335454271625,1.1107524134581264,1.2323772813586065
LA1028,shade,amphi,high,10,lambda,1.3283412408268152,1.2730183485492153,1.3867593502582876
LA1028,shade,amphi,low,10,lambda,1.2033710672373426,1.14348000455567,1.2645859571092846
LA1028,shade,pseudohypo,high,10,lambda,1.391651809125174,1.331909974470164,1.4624116009467785
LA1028,shade,pseudohypo,low,10,lambda,1.206330283227709,1.1508507959999874,1.270017561655386
LA1028,sun,amphi,high,7,lambda,1.4937495314141584,1.426577660244051,1.558329985144721
LA1028,sun,amphi,low,7,lambda,1.3024805334423566,1.2392811399324404,1.3698811205447352
LA1028,sun,pseudohypo,high,7,lambda,1.552360082080045,1.4861044046844927,1.6348718752219638
LA1028,sun,pseudohypo,low,7,lambda,1.2573345515602907,1.2000829565945375,1.3204978893738435
LA1044,shade,amphi,high,10,lambda,1.1832256187291645,1.150400364913098,1.2157396925057815
LA1044,shade,amphi,low,10,lambda,1.1059577758272663,1.063607825692626,1.144513747919021
LA1044,shade,pseudohypo,high,10,lambda,1.1831180420842813,1.148237196941764,1.2224794430873034
LA1044,shade,pseudohypo,low,10,lambda,1.1204289504973899,1.08554890712514,1.1569559406457752
LA1044,sun,amphi,high,11,lambda,1.3303471769890751,1.2947204947939293,1.3681525723130312
LA1044,sun,amphi,low,11,lambda,1.1973021087576639,1.152708876660082,1.2406690984353312
LA1044,sun,pseudohypo,high,11,lambda,1.3215326545862385,1.284274251344277,1.362725588443552
LA1044,sun,pseudohypo,low,11,lambda,1.1678115047933373,1.127785682747759,1.2072571700945192
LA1269,shade,amphi,high,10,lambda,1.183767813833612,1.1463554342431745,1.226840466900996
LA1269,shade,amphi,low,9,lambda,1.1374505740905907,1.098795677941352,1.1915709748340297
LA1269,shade,pseudohypo,high,10,lambda,1.1978363180283773,1.1537895146586317,1.2451433894078485
LA1269,shade,pseudohypo,low,9,lambda,1.1447532052414484,1.1043244713703617,1.1883635875584027
LA1269,sun,amphi,high,9,lambda,1.33062244365147,1.2847674986130435,1.3779093337708954
LA1269,sun,amphi,low,6,lambda,1.230382075270571,1.1864600883019156,1.2854282015762244
LA1269,sun,pseudohypo,high,9,lambda,1.3390732443537903,1.287768589625005,1.3874927771607595
LA1269,sun,pseudohypo,low,6,lambda,1.19483875831592,1.147947265136473,1.238739708307
LA1316,shade,amphi,high,9,lambda,1.3179482549119348,1.2684057906624993,1.3735541223872523
LA1316,shade,amphi,low,10,lambda,1.1751038139603878,1.1260207537027536,1.2259376046929404
LA1316,shade,pseudohypo,high,9,lambda,1.365903131975809,1.309604631703528,1.4229955159807859
LA1316,shade,pseudohypo,low,10,lambda,1.1801441158543315,1.1306867354640346,1.2319915357439202
LA1316,sun,amphi,high,10,lambda,1.482979726556032,1.4257274646245919,1.5467575069698714
LA1316,sun,amphi,low,9,lambda,1.271796192171422,1.2153105368733614,1.3320124200678654
LA1316,sun,pseudohypo,high,10,lambda,1.5251515596527094,1.4658404614614817,1.5922019950718889
LA1316,sun,pseudohypo,low,9,lambda,1.2301550151246243,1.1801856478037909,1.280242218586664
LA1322,shade,amphi,high,10,lambda,1.3150338812408788,1.2704133140386895,1.365303669284767
LA1322,shade,amphi,low,8,lambda,1.2277310720012382,1.1730782753516464,1.2881480541496524
LA1322,shade,pseudohypo,high,10,lambda,1.340391103954204,1.28891468964015,1.3967355865123101
LA1322,shade,pseudohypo,low,8,lambda,1.181954387873707,1.13659597242425,1.2395358715336493
LA1322,sun,amphi,high,10,lambda,1.4779029554506387,1.4283036727547016,1.5383294349143906
LA1322,sun,amphi,low,9,lambda,1.3274015793020524,1.2665345906649375,1.3945529204866265
LA1322,sun,pseudohypo,high,10,lambda,1.4961043488128747,1.43999416320524,1.559060530011622
LA1322,sun,pseudohypo,low,9,lambda,1.2312702479444884,1.183120814677337,1.2889444778984198
LA1358,shade,amphi,high,8,lambda,1.2148911781832175,1.158220553316326,1.2722529413349624
LA1358,shade,amphi,low,9,lambda,1.126434341168542,1.0633975561627516,1.1893702792987866
LA1358,shade,pseudohypo,high,8,lambda,1.2218731364079427,1.1646111960862877,1.2817347686557627
LA1358,shade,pseudohypo,low,9,lambda,1.0902483954358404,1.0335394694575366,1.1410025635675198
LA1358,sun,amphi,high,10,lambda,1.3649301521614883,1.304622268303264,1.4328892221386862
LA1358,sun,amphi,low,8,lambda,1.218790577274951,1.1533774029825208,1.287168469075735
LA1358,sun,pseudohypo,high,10,lambda,1.3651036058798345,1.3015552413843288,1.4349209735596515
LA1358,sun,pseudohypo,low,8,lambda,1.1348068667494113,1.0734508985280093,1.190348978857047
LA1360,shade,amphi,high,10,lambda,1.210515762149041,1.1606389433394324,1.2645897572969624
LA1360,shade,amphi,low,10,lambda,1.1168453094660913,1.0547112816584319,1.1743178954832374
LA1360,shade,pseudohypo,high,10,lambda,1.1895521417323218,1.1328170186837092,1.245522613964006
LA1360,shade,pseudohypo,low,10,lambda,1.098753658275262,1.0393248540526931,1.1544254285634061
LA1360,sun,amphi,high,10,lambda,1.3621159271677028,1.3027645123156433,1.4213257216227386
LA1360,sun,amphi,low,9,lambda,1.2070112213918807,1.1402437538876158,1.2699303689258878
LA1360,sun,pseudohypo,high,10,lambda,1.328907024111772,1.2669439839513994,1.392560965584287
LA1360,sun,pseudohypo,low,9,lambda,1.1455763210086258,1.0808307175897511,1.2002356535588088
LA1364,shade,amphi,high,10,lambda,1.2507943674081847,1.1897414641465416,1.311158952395631
LA1364,shade,amphi,low,10,lambda,1.1705118619670012,1.1136194618356274,1.237951921826434
LA1364,shade,pseudohypo,high,10,lambda,1.240353380077245,1.1795935920657272,1.2993843379528274
LA1364,shade,pseudohypo,low,10,lambda,1.1407686590291781,1.0851042341834547,1.2040506402374327
