accession,id,lighttreatment,lightintensity,leaftype,loggcl,logitfgmax,loglambdamean,loglambdasd,logtaumean,logtausd,initial_RH,median_RH,final_RH,initial_VPD,median_VPD,final_VPD
LA0107,L,sun,high,pseudohypo,2.9548963898982645,-2.0265850875036167,0.34244010288,0.013345809188063594,5.6180268744,0.008020180635437689,0.2400851097019381,0.17462794387655334,0.11950016458850106,2.3380055722786293,2.574082596903329,2.7689499679430654
LA0107,M,shade,low,amphi,3.0639928779788947,-1.778966455605891,-0.02764149118152,0.03222560127649725,5.7524093328,0.03755608639587436,0.17196504106784377,0.08323622242259951,0.03881926696457967,2.591382321316561,2.9079063530485993,3.050307922638928
LA0107,M,shade,high,amphi,3.0639928779788947,-1.590324817040671,-0.00539385729216,0.03747233573528829,5.3813655049,0.030151595724537402,0.20109034779056512,0.1394819290843649,0.09346900978237302,2.511608738016702,2.7234898825343548,2.8828304686681956
LA0107,M,shade,low,pseudohypo,3.0358962491325125,-2.2721700362811523,0.10039120953926,0.039941837129308225,5.4333413609,0.03168122247002628,0.11144909813007545,0.05644141513138924,0.028380439596814012,2.8045655111975782,2.9895347350188204,3.085512189156008
LA0107,M,shade,high,pseudohypo,3.0358962491325125,-2.080051299257273,-0.078274536973,0.009041325358873096,5.9415759074,0.010439539306771295,0.12666007207574742,0.09699543278590876,0.07491822272590636,2.7689507863149063,2.860038614040902,2.93381557534335
LA0107,N,shade,low,amphi,3.050954795013205,-1.9326560810181708,0.0917023143898,0.03386128614786325,5.6468860738,0.02486159654918704,0.1516340678842438,0.06743552250761689,0.02901231216773732,2.686756280962741,2.960680551516341,3.0854888606493915
LA0107,N,shade,high,amphi,3.050954795013205,-1.5526796194835222,0.19962207209,0.016848358237202102,5.2015765288,0.011197385334366986,0.19026974310659847,0.12880872673092242,0.08552034948240876,2.5581909147906736,2.759637209392052,2.900270734675339
LA0107,N,shade,low,pseudohypo,3.0060495211216653,-1.5438542706478426,0.05420391541843,0.04244694987088589,5.6452892856,0.03529108972506539,0.1565323869769218,0.07089402450490016,0.03148492193718655,2.6585151327061727,2.950394394945548,3.076696596917564
LA0107,N,shade,high,pseudohypo,3.0060495211216653,-1.1635259854282372,0.03685530157399,0.02073441414586536,5.2013722553,0.016044857846419968,0.1901679957160949,0.12505995813369528,0.07873552833002206,2.5413101025198652,2.767409959799174,2.9214937212761556
LA0107,P,shade,low,amphi,2.877632632886697,-2.4855748336256394,0.18783995469,0.011019241105088225,5.3316505825,0.00862580189709176,0.10896221598950181,0.08016608111001161,0.0592097819195132,2.832545200926275,2.9156537477554854,2.98582719689471
LA0107,P,shade,high,amphi,2.877632632886697,-1.482573928322806,0.43613009618,0.07876336923125289,6.1928916746,0.05972601072491721,0.21532953689865839,0.15100600793023009,0.10441594959520036,2.471760837525564,2.6889971160364805,2.843462949585851
LA0107,P,shade,low,pseudohypo,2.8486860827044302,-2.0231813839321107,0.16504002507,0.00424898680549953,5.2109331967,0.004373620565397641,0.11782644589745228,0.08976655384576987,0.06910431970095812,2.7893104689087895,2.8760099104133676,2.9482731595196756
LA0107,P,shade,high,pseudohypo,2.8486860827044302,-1.0811813866658295,0.49956794544,0.03484291236388336,6.1694629689,0.020793427870641108,0.21381877053851167,0.1663360856083042,0.1266686405255979,2.470549512071474,2.637078173021554,2.769350797159444
LA0107,Q,sun,low,amphi,3.223401276870689,-2.954578350007278,0.125203459104,0.007917993448892541,4.689830749,0.005732177748737576,0.1261703790086213,0.09043896570994686,0.06485015603074226,2.7483389006224903,2.8747097975450107,2.955672330891899
LA0107,Q,sun,high,amphi,3.223401276870689,-1.6919979636132558,0.5374885538,0.010514804644052779,5.8429919269,0.004908608608320286,0.28041286391697684,0.18719979200418566,0.11553254285065061,2.1820475439516893,2.5676650400982197,2.7990708532382667
LA0107,Q,sun,low,pseudohypo,3.1749524741150754,-2.9152889979915315,0.093293262826,0.011828387289288143,4.605591126,0.008049371411102726,0.09799171392487108,0.0666963517684711,0.05141981565579152,2.8777562925442233,2.953299736992593,3.005922272026763
LA0107,Q,sun,high,pseudohypo,3.1749524741150754,-1.7421814466023249,0.58171553796,0.01867998551901945,5.5015696393,0.008324829006450058,0.21229330173027758,0.13919425603346824,0.08192889000121263,2.4443631914283985,2.71618039364927,2.908869033835586
LA0107,R,shade,low,amphi,2.9473757990746092,-2.3526926376767543,0.43717104027,0.03414867517490709,5.2951877608,0.021112147900620163,0.12673624719668383,0.08251921224655981,0.053455068885481044,2.7755462474106114,2.9032950841779064,3.003582337527532
LA0107,R,shade,high,amphi,2.9473757990746092,-1.9134717013895512,0.120321218854114,0.0930315207256986,6.0818198219,0.1503364134119067,0.17455787636320086,0.12016463284102852,0.08395879848396569,2.634404982900329,2.805444602677271,2.918402462257731
LA0107,R,shade,low,pseudohypo,2.9369761645012895,-2.727504621497205,0.113092518289,0.029656002437151094,5.5615482925,0.04583153742954641,0.07278525197718734,0.049602649739108065,0.034606201520104185,2.951075761945964,3.012998864548738,3.0641031185739833
LA0107,R,shade,high,pseudohypo,2.9369761645012895,-1.8213026543699173,-0.147939824104,0.035447933910367185,5.8228223064,0.06395210195761725,0.1294448573892682,0.08241416927709377,0.0527752327172671,2.7599436981332177,2.9079325824697833,3.0063402820828684
LA0107,S,sun,low,amphi,3.093259494643367,-1.8930269132765687,0.39746460273,0.013186068437867494,5.4766369896,0.007566731213249573,0.30127324341819606,0.22128842405310944,0.16720060447424562,2.190205828001935,2.4453335275670742,2.626024578616855
LA0107,S,sun,high,amphi,3.093259494643367,-1.4073051265978278,0.46534726392,0.012741636427886244,5.5846795218,0.006893627302094652,0.3729963655734032,0.2948795217804287,0.23164431441769334,1.9485042138073212,2.204669337562719,2.4140235376497206
LA0107,S,sun,low,pseudohypo,3.0147907899976834,-2.5335604233695994,0.054453605161,0.009218299511119929,5.038206216,0.00804891731514306,0.1400983202696161,0.11671937464227858,0.09992495156862181,2.71653951647066,2.7875858718790334,2.8432445086701303
LA0107,S,sun,high,pseudohypo,3.0147907899976834,-1.5237193119192247,0.28451840399,0.009793403881429661,5.5075387489,0.0061202004043910754,0.256585775947346,0.20499843373845508,0.16108905599349588,2.3272821991717993,2.504597623820578,2.6518292875419496
LA0107,T,sun,low,amphi,3.0146988743240115,-3.277919695250814,0.49999052191,0.016403752573028216,5.6844122872,0.008436306119271297,0.11366889164224844,0.08584551747118851,0.06542932685299287,2.8038212761493884,2.8907140639068367,2.959568536769419
LA0107,T,sun,high,amphi,3.0146988743240115,-2.0416653743844835,0.58924791778,0.021150115287092767,5.7265954814,0.008195717707406323,0.25617893695263133,0.1468805599873883,0.0793925952131069,2.30042191084086,2.685333840002192,2.9143486644411913
LA0107,T,sun,low,pseudohypo,3.0004056241398187,-2.7758456078094924,0.33830918494,0.008995243953651049,5.1685801368,0.005340351647395851,0.09724851734131833,0.07054520083031027,0.05278815097753253,2.8408794345613284,2.9491862751393243,2.998600710381717
LA0107,T,sun,high,pseudohypo,3.0004056241398187,-1.7395383510696645,0.51638876563,0.02346688817923373,5.7917920511,0.010445266619982534,0.1957795452049904,0.11365575358962117,0.06054288418629678,2.491744633938454,2.7995112117248873,2.9785336363703485
LA0107,U,sun,low,amphi,2.9941168285023796,-2.178980074329755,0.22236485733,0.014297138723638367,5.266742043,0.01145033009502153,0.1988540618547892,0.13501081964198292,0.088341054561295207,2.501306128752229,2.7268464218813984,2.881966378861438
